left_tf	left_strand	right_tf	right_strand	raw_spearman	smoothed_spearman	left_peak_0based	right_peak_0based	peak_offset_bp
PATZ1 (MA1961.2)	R	TP73 (MA0861.2)	F	0.01057867027738563	-0.13086369185639599	449	636	187
SOX2 (MA0143.5)	R	PATZ1 (MA1961.2)	F	-0.040402506533327824	-0.13112777839503942	380	110	-270
MYC (MA0147.4)	R	TP53 (MA0106.3)	F	-0.0531406052936455	-0.13282071157313388	23	295	272
SOX2 (MA0143.5)	R	SP1 (MA0079.5)	F	-0.0413176459115595	-0.13801401777052155	380	262	-118
SP1 (MA0079.5)	R	TP73 (MA0861.2)	F	0.08537856921645497	-0.14733215864936858	450	636	186
POU5F1 (MA1115.2)	R	SP1 (MA0079.5)	R	-0.0125272340061391	-0.14949350725114274	834	450	-384
KLF4 (MA0039.5)	R	TP63 (MA0525.2)	R	-0.021183983910755294	-0.1512072129904401	182	548	366
POU5F1 (MA1115.2)	R	KLF4 (MA0039.5)	F	-0.008012898453303463	-0.1562486568812365	834	450	-384
MYC (MA0147.4)	F	TP63 (MA0525.2)	F	-0.02707314190133629	-0.15679653014072073	131	1032	901
POU5F1 (MA1115.2)	R	PATZ1 (MA1961.2)	R	-0.011352739186808933	-0.16129508184930588	834	449	-385
SP1 (MA0079.5)	R	TP63 (MA0525.2)	F	0.009612464779947648	-0.16300039960973245	450	1032	582
KLF4 (MA0039.5)	R	TP73 (MA0861.2)	R	-0.03855691467921559	-0.1640806953736575	182	636	454
KLF4 (MA0039.5)	F	TP73 (MA0861.2)	F	0.03138977347259582	-0.1695356378589425	450	636	186
MYC (MA0147.4)	F	TP73 (MA0861.2)	F	-0.006075797899896201	-0.18263029017295554	131	636	505
MYC (MA0147.4)	F	TP53 (MA0106.3)	R	-0.041710645400219425	-0.2055959512034965	131	254	123
MYC (MA0147.4)	R	TP73 (MA0861.2)	R	-0.0022581637635841344	-0.2075542945124457	23	636	613
MYC (MA0147.4)	R	BACH2 (MA1101.3)	F	-0.0443043578475658	-0.21605568697258204	23	143	120
KLF4 (MA0039.5)	R	TP53 (MA0106.3)	F	-0.03753466481321559	-0.2544370138017945	182	295	113
POU5F1 (MA1115.2)	F	KLF4 (MA0039.5)	R	-0.02101486989717227	-0.25575545369760627	782	182	-600
SOX2 (MA0143.5)	F	MYC (MA0147.4)	R	0.01037572761763308	-0.2682090009536812	983	23	-960
PATZ1 (MA1961.2)	F	TP73 (MA0861.2)	R	-0.06081601204796604	-0.2717332079166893	110	636	526
SP1 (MA0079.5)	F	TP53 (MA0106.3)	F	-0.0868326500694773	-0.272265646054739	262	295	33
SP1 (MA0079.5)	F	TP73 (MA0861.2)	R	-0.07753064497137979	-0.27334588292988277	262	636	374
MYC (MA0147.4)	F	BACH2 (MA1101.3)	R	-0.03628614233320181	-0.28642266541513683	131	550	419
SOX2 (MA0143.5)	F	KLF4 (MA0039.5)	R	-0.0315886482922739	-0.2871329506132103	983	182	-801
SOX2 (MA0143.5)	F	SP1 (MA0079.5)	F	-0.050667500146786004	-0.29627818828408986	983	262	-721
MYC (MA0147.4)	R	SP1 (MA0079.5)	R	-0.009359774130425127	-0.29898814693109343	23	450	427
SOX2 (MA0143.5)	F	PATZ1 (MA1961.2)	F	-0.04954537748034294	-0.3049471063577858	983	110	-873
PATZ1 (MA1961.2)	F	TP53 (MA0106.3)	F	-0.07212159414868306	-0.3062657890736833	110	295	185
SP1 (MA0079.5)	F	TP63 (MA0525.2)	R	-0.05457714058894893	-0.3091377660148048	262	548	286
PATZ1 (MA1961.2)	F	TP63 (MA0525.2)	R	-0.0565249171601252	-0.3218354830513215	110	548	438
POU5F1 (MA1115.2)	F	MYC (MA0147.4)	R	-0.016843478162769255	-0.32607978564449125	782	23	-759
KLF4 (MA0039.5)	F	BACH2 (MA1101.3)	R	-0.042206841395773194	-0.3272892308397213	450	550	100
MYC (MA0147.4)	R	PATZ1 (MA1961.2)	R	-0.05127948515365278	-0.33034302610527627	23	449	426
BACH2 (MA1101.3)	R	PATZ1 (MA1961.2)	R	-0.059643019787237225	-0.34267438150115664	550	449	-101
KLF4 (MA0039.5)	F	MYC (MA0147.4)	R	-0.05660173251152211	-0.3577758473489607	450	23	-427
MYC (MA0147.4)	F	SP1 (MA0079.5)	F	-0.13076454952518377	-0.3685513746320378	131	262	131
POU5F1 (MA1115.2)	F	PATZ1 (MA1961.2)	F	-0.03296070523061789	-0.37289325278762236	782	110	-672
MYC (MA0147.4)	R	TP63 (MA0525.2)	R	-0.03626046718731158	-0.37904503322313093	23	548	525
MYC (MA0147.4)	F	PATZ1 (MA1961.2)	F	-0.09553384495868773	-0.3887464953828389	131	110	-21
KLF4 (MA0039.5)	R	BACH2 (MA1101.3)	F	-0.05527959726346842	-0.3942510411070264	182	143	-39
POU5F1 (MA1115.2)	F	SP1 (MA0079.5)	F	-0.03370733149248379	-0.3988162630696331	782	262	-520
SP1 (MA0079.5)	R	BACH2 (MA1101.3)	R	-0.05134264428834074	-0.4005474689505898	450	550	100
KLF4 (MA0039.5)	R	MYC (MA0147.4)	F	-0.07506728391230681	-0.401839468447011	182	131	-51
SP1 (MA0079.5)	F	BACH2 (MA1101.3)	F	-0.06565471838040753	-0.4567482926469938	262	143	-119
BACH2 (MA1101.3)	F	PATZ1 (MA1961.2)	F	-0.07219517071313342	-0.48342222117081274	143	110	-33
SP1 (MA0079.5)	F	PATZ1 (MA1961.2)	R	-0.1582638267665677	-0.5013843498913829	262	449	187
SP1 (MA0079.5)	R	PATZ1 (MA1961.2)	F	-0.16973131344526698	-0.5301514457750917	450	110	-340
KLF4 (MA0039.5)	F	SP1 (MA0079.5)	F	-0.160912886154894	-0.5335960383142435	450	262	-188
KLF4 (MA0039.5)	F	PATZ1 (MA1961.2)	F	-0.12763830809715995	-0.5470097546244054	450	110	-340
KLF4 (MA0039.5)	R	SP1 (MA0079.5)	R	-0.1436433716003846	-0.5657763920190721	182	450	268
KLF4 (MA0039.5)	R	PATZ1 (MA1961.2)	R	-0.11982177177231483	-0.5717979892674278	182	449	267
